didn't really eat lunch,Vitamins,espresso,Caffeine,Had candy,Cannabis,Naproxen,Ambien CR,didn't eat breakfast,snack lunch,tumeric extract,fuck yeah avocado,Soluble Aspirin,ate breakfast,Slept a lot,gluten free,busy,Prednisone,smoothie,ramen,avocado,ice cream bar,Snooze,ate dairy,dairy,Netflix day,Turmeric,DEHA,Vitamin b complex,8 hours sleep,coffee,Aloe Detox Water,Mt. Si ACDC 2x Coco Caps,sitting,therapy session,creative writing,ate badly,Candy,Fluids,Methylcobalamine,siracha,slept 12 hours,Panamax,THC,Famotidine,playing music,Swimming,grilled cheese,Allegra,Flexeril,Slept most of the day,Goth clubbing,shopping,new environment,Fish oil,Chocolate after 6pm,Rest,12K Steps,cuddled kitten,Post-op ice device,ate meat,AOR Zinc-Copper Balance,masturbated,gardening,Dancing,Language Learning,church,bacon,Played Go fish,sex,tumblr,Aromatherapy,slept 7 hours,fast food,Had peach soda,knitting,took a bath ,ice cream,ASMR,Claritin,Went to a party,Strattera,Low oxalate,Medical Marijuana,Read comics,Zofran,Topamax,Hydroxyzine,Synthroid,12 hours sleep,meds,Dexedrine,>50 oz water,SPD alternative treatments,yogurt,ate popcorn,worked out,exercise,Veggies,Superlong nap,Slept well,Off work,Pet Therapy,Medical marijuana,eat two Luna bars,Buffered Salmon Oil - DHA - EPA,Quiet,Astelin,breathing exercises,antihistamines,listen to music ,Ropinirole,grapes,Tavegyl,Daytime nap,Sisu B Calm,Meditation,slept 11 hours,Vitamin C,Klonopin,Medication,CBD,mass transit,LUSH acne spot-treatment,studied,flaxseed and fybogel,Clonazepam,Vitamin b12,bed late,Vitamin d,Ice pack,Ate junk food,Canadian Bacon,massage,Hiked,no breakfast,hiking,physical therapy,little breakfast,8.5 hours sleep,Didn't shower,had sex,Acetyl Carnitine,Acupuncture,Extra Medications,N-Acelcysteine,trying to clean the house,9 hours sleep,Creatine,Biosil,Diphenhydramine,Infection,Therapy,Weather- rain,music,slept late,CoQ10,social gathering,Work,slept in,gluten,Trigger Points,ate eggs,gardened,crafting,skipped lunch,small breakfast,Deep rest,Rather bad sleep,Massage ,bunny cuddles,worked,Thyroid-Pro (CanPrev),rebounding,canned vegetable beef soup,Swept,Went to the store,Snacks,stool softener,banana,shower,donut,Allergy Shots,gluten free prezels,long sleep,Zinc,lifting things,Melatonin,Nortriptyline,ate dinner,TENS Unit,10.5 hours sleep,Triamcinolone,Alcohol,allergy shot,slept 8 hours!,Texted friend,marijuana,Sunlight,Nap,Light dinner,Cefaly Unit,prayer,birth control,breakfast,Magnesium glycinate,5-htp,Ventolin,Lithium,chinese takeout,lifted weights,B12 timed release,sugar,travel,no sleep,Tylenol 3,ate little,eye ointment,Daily walk,hot,Exercise--walking,no lunch,did some homework,party,Tetralabs Gold Caps,pizza,laundry,strapping of shoulder,Nasonex,eggs,Codeine,Coffee,exercised,Essential oils,heating pads,Norco,Adderall,goat cheese,popcorn,archery,Weeded garden,Singulair,grocery shopping,8.75 hours sleep,walked,cooked breakfast,Heating Pad,Arby's,nachos,Singing,row
,,,,,,0.0,0.0,,,,0.0,,,,,2.0,,,,,,,,,,,,0.0,2.0,,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,1.99330701645,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,2.0,,2.0,0.0,0.0,,0.0,2.0,,,2.0,,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,2.0,2.0,,0.0,,,,,,,,,,,,0.0,,,,,2.0,0.0,,,,,0.0,,,,,,0.0,,,,,,,0.0,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,0.0,,2.0,,,,0.0,,,0.0,,2.0,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,physical therapy
,,,2.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,2.0,little breakfast
,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,2.0,0.0,,,,,2.0,,,,,,0.0,,,,2.0,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,2.0,,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,2.0,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,0.0,,,0.0,0.0,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,,,,,0.0,,,2.0,,2.0,,,,,,,8.5 hours sleep
,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,0.0,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Didn't shower
,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000295379928469,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.185705331287,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,,0.0,,,,,,,0.0176349340123,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166516129462,,,,,,had sex
,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acetyl Carnitine
,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,2.0,0.0,,,,,2.0,,,,,,0.0,,,,2.0,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,2.0,,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,,2.0,,2.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,2.0,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,0.0,,,0.0,0.0,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,,,,,0.0,,,2.0,,2.0,,,,,,,Acupuncture
,0.0,2.0,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,2.0,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,2.0,2.0,,,,,0.0,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,Extra Medications
,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N-Acelcysteine
,,,,,,2.0,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,0.0,,,2.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trying to clean the house
,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,0.0,,,1.97966219944,0.128973334747,,,,,2.0,,,,,,0.0,,,2.0,1.97966219944,,,,1.97879415827,,,2.0,0.0,,1.97198429717,2.0,2.0,,0.0,2.0,,,,,,,,0.0,,,,,0.0,,,,,,,1.97966219944,,1.97879415827,,,,2.0,,2.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,1.97966219944,,,,,,,0.0,,,0.00164521754955,1.97966219944,1.91431950002,,2.0,0.0,,,0.0,,1.97198429717,0.0,1.97966219944,2.0,,,,,,,2.0,,0.0,,,,0.0,,,,,,,,,,,,,2.0,0.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,2.0,,,,2.0,,,1.97966219944,,1.97966219944,,,,0.0,,2.0,0.0,0.0,,,2.0,,,,,2.0,,1.97966219944,1.97966219944,,,,,,,,,,,2.0,,,,,0.317162175361,,,,0.0,2.0,1.97966219944,,,,,,2.0,2.0,,,0.0,,,1.97966219944,,2.0,,,,,,,9 hours sleep
,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creatine
,,,,,,0.0,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biosil
,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,0.0,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diphenhydramine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infection
,0.0,2.0,,,,,,,,,,,,,,0.754379822676,,,,,,,,,,2.0,,,,2.0,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,2.0,2.0,,,,,0.0,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,0.846823266246,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,Therapy
,0.0,2.0,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,2.0,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,2.0,2.0,,,,,0.0,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,Weather- rain
,,,0.0,,,,,,2.0,,,,,,,,,,,2.0,2.0,0.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,0.0,music
0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,slept late
,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,0.0,2.0,,,,,0.0,,,,,,2.0,,,,0.0,,,,0.0,,,0.0,2.0,,0.0,0.0,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,0.0,,0.0,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,2.0,0.0,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,2.0,,,,2.0,,,,2.0,,,,,,,,,,2.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,2.0,,,2.0,2.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,2.0,,0.0,,,,,,,,,,2.0,,,0.0,,0.0,,,,,,,CoQ10
,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,2.0,0.0,,,,,2.0,,,,,,0.0,,,,2.0,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,2.0,,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,,2.0,,2.0,,,,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,,,,,,,2.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,0.0,,,0.0,0.0,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,,,,,0.0,,,2.0,,2.0,,,,,,,social gathering
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,Work
0.0,,,,0.0,,,,0.0,,,,,0.00166776843473,0.0,,,,,,,,,0.0,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,0.0,,,,,,2.0,,,,,0.0,0.0,,,,,,0.0,,,,2.0,,,,,,,,,,,,2.0,,,,,0.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,2.0,,,,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,2.0,0.0,,,,,slept in
,,,,,,,,,,2.0,,,,,,,,,,,,,,0.0,0.0,,,2.0,0.0,,,,,2.0,,,,,,0.0,,,,2.0,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,2.0,,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,,2.0,,2.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,2.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,0.0,,,0.0,0.0,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,,,,,0.0,,,2.0,,2.0,,,,,,,gluten
,,,,,,0.0,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trigger Points
,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,ate eggs
0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,gardened
,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,2.0,0.0,,,,,2.0,,,,,,0.0,,,,2.0,,,,2.0,,,2.0,0.0,,2.0,2.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,2.0,,2.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,0.0,2.0,2.0,,,,,,,,2.0,,2.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,0.0,,,0.0,0.0,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,,0.0,,2.0,,,,,,,,,,0.0,,,2.0,,2.0,,,,,,,crafting
,,,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,2.0,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skipped lunch
,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,2.0,2.0,,,,2.0,,,,,,2.0,,2.0,,0.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.0,2.0,2.0,,2.0,0.0,,,0.0,,2.0,0.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,2.0,,,,,,2.0,,,,,2.0,,,,,,,2.0,2.0,,,,,,,,,,,2.0,,,,,0.0,,,,,2.0,2.0,,,,,,2.0,2.0,,,,,,2.0,,,,,,,,,small breakfast
,,,,,,0.0,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deep rest
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rather bad sleep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133809602288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0915366054197,,,,,,,,,0.0176349340123,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massage 
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bunny cuddles
,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,worked
,,,,,,0.0,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thyroid-Pro (CanPrev)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rebounding
